CO_NCM,NO_NCM_POR,CO_ISIC_SECAO,NO_ISIC_SECAO,CO_CUCI_GRUPO,NO_CUCI_GRUPO
3024210,"Anchoita (Engraulis anchoita), frescas ou refrigeradas",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024290,"Outras anchovas, frescas ou refrigeradas",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024300,"Sardinhas (sardina pilchardus, etc), anchoveta, fresca ou refrigerada",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024400,"Cavalinhas, frescas ou refrigeradas",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024500,"Chicharros (trachurus spp.), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024600,"Bijupira (Rachycentron canadum), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024700,"Espadarte (Xiphias gladius), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024910,"Espadins, marlins, veleiros (Istiophoridae), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3024990,"Outros peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025000,"Bacalhaus (gadus) frescos/refrigerados, exceto filés, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025100,"Bacalhau-do-Atlântico, da-Groelândia e do-Pacífico, fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025200,"Haddock ou lubina (Melanogrammus aeglefinus), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025300,"Saithe (Pollachius virens), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025400,"Merluzas e abroteas (Merluccius spp., Urophycis spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025500,"Merluza-do-alasca (Theragra chalcogramma), fresca ou refrigerada",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025600,"Verdinhos (Micromesistius poutassou, micromesistius australis)",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3025900,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026100,"Sardinhas, sardinelas, etc, frescas, refrigeradas, exceto filés, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026200,"Haddocks frescos ou refrigerados, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026300,"Peixes-carvão frescos, refrigerado, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026400,"Cavalas, cavalinhas, etc, frescas, refrigeradas, exceto filés, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026500,"Esqualos frescos, refrigerado, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026600,"Enguias frescas, refrigeradas, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026700,Espadartes frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026800,"Outros peixes frescos, refrigerados, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026810,"Marlongas-negras, peixes frescos/refrigerados, exceto filés, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026820,"Marlongas-do-antártico, peixes frescos/refrigerados, exceto filés,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026910,"Merluzas frescas, refrigeradas, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026921,Espadartes frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026922,Agulhões frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026923,Pargos frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026931,Chernes-poveiro frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026932,Garoupas frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026933,Esturjões frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026934,Peixes-rei frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026935,Bagres frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026941,"Curimatas, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026942,"Tilápias, peixes frescos, refrigerado, exceto filés, outras carnes",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026943,"Surubins, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026944,"Traíras, peixes frescos, refrigerado, exceto filés, outras carnes, etc",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026945,"Piaus, peixes frescos, refrigerado, exceto filés, outras carnes, etc",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026946,"Tainhas, peixes frescos, refrigerado, exceto filés, outras carnes, etc",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026947,"Pirarucus, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026948,"Pescadas, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026949,"Anchoitas, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026951,"Piramutabas, peixes frescos, refrigerado, exceto filés, outras carnes",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026952,"Douradas, peixes frescos, refrigerado, exceto filés, outras carnes",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026953,"Pacus, peixes frescos, refrigerado, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026954,"Tambaquis, peixes frescos, refrigerado, exceto filés, outras carnes,",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026955,"Tambacus, peixes frescos, refrigerado, exceto filés, outras carnes",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3026990,"Outros peixes frescos, refrigerados, exceto filés, outras carnes, etc.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027000,"Fígados, ovas e sêmen, de peixes, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027100,"Tilápias (oreochromis spp.), frescas ou refrigeradas",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027210,"Bagre (Ictalurus puntactus), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027290,Outros bagres frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027300,"Carpas (Cyprinus carpio, Carassius carassius, etc)",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027400,"Enguias (anguilla spp.), frescas ou refrigeradas",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3027900,"Perca-do-nilo, peixe cabeça-de-serpente, fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028100,"Cação e outros tubarões, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028200,"Raias (rajidae), fresca ou refrigerada",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028310,"Merluza negra (dissostichus eleginoides), fresca ou refrigerada",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028320,Merluza antártica (Dissostichus mawsoni),A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028400,"Robalos (Dicentrarchus spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028500,"Pargos ou sargos (sparidae), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028910,"Pargo (Lutjanus purpureus), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028911,"Agulhões (istiophorus spp, tetrapturus spp, makaira spp)",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028912,"Pargo (Lutjanus purpureus), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028921,"Cherne-poveiro (Polypirion americanus), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028922,"Garoupas (acanthistius spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028923,"Esturjão (Acipenser baeri), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028924,"Peixes-rei (atherina spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028931,"Curimatas (prochilodus spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028932,"Tilápias (tilápia,sarotherodon,danakilia); seus híbridos",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028933,"Surubins (pseudoplatystoma spp.), frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028934,Traíra (Hoplias malabaricus & h. cf. lacerdae),A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028935,"Piaus (leporinus spp.), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028936,"Tainhas (mugil spp), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028937,"Pirarucu (Arapaima gigas), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028938,"Pescadas (cynocion spp.), fresca ou refrigerada",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028941,"Piramutaba (Brachyplatystoma vaillantii), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028942,"Dourada (Brachyplatystoma flavicans), fresco ou refrigerado",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028943,"Pacu (Piaractus mesopotamicus), fr. ou refrig.",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028944,Tambaqui (Colossoma macropomum),A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028945,Tambacu (híbrido de tambaqui e pacu),A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3028990,Outros peixes frescos ou refrigerados,A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3029000,"Fígados, ovas e sêmen, de peixes, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3029100,"Fígados, ovas e gônadas masculinas, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3029190,"Outros fígados, ovas e gônadas masculinas, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3029200,"Barbatanas de tubarão, frescos ou refrigerados",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3029900,"Cabeças, caudas, bexigas-natatórias e outros subprodutos comestíveis de peixes",A,Agropecuária,034a,"Pescado inteiro vivo, morto ou refrigerado"
3031000,"Salmões-do-pacífico, congelados, exceto filés, etc.",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3031100,Salmões vermelhos congelados,C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3031200,"Outros salmões-do-pacífico, congelados",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3031300,"Salmão-do-atlântico e salmão-do-danúbio, congelados",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3031400,"Trutas (Salmo trutta, Oncorhynchus mykiss, etc.), congeladas",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3031900,"Outros tipos de salmões, congelados",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032100,"Trutas (salmo trutta, etc.) congeladas, exceto filés, etc.",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032200,"Salmões-do-atlântico e danúbio, congelados, exceto filés, etc",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032300,"Tilápias (oreochromis spp.), congeladas",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032410,Bagre (Ictalurus puntactus) congelado,C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032490,"Perca-do-nilo e cabeças-de-serpente, congelados",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032500,"Carpas, congeladas",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032600,"Enguias congeladas (anguilla spp.), congeladas",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3032900,"Outros salmonídeos congelados, exceto filés, outras carnes, etc",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3033100,"Linguados-gigantes (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), congelados, exceto filés, outras carnes, etc",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3033200,"Solha (Pleuronectes platessa), congeladas, exceto filés, outras carnes, etc",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3033300,"Linguados congelados, exceto filés, outras carnes, fígados, etc.",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3033400,"Pregado (Psetta maxima), congelado",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3033900,"Outros peixes chatos, congelados, exceto filés, outras carnes, etc",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
3034100,"Atuns-brancos ou germões, congelados, exceto filés, etc.",C,Indústria de Transformação,034c,"Filés ou outras carnes de peixes congelados, frescos ou refrigerados"
